title,latitude,longitude,description
Philadelphia-Knitting-Meetup,39.9555486,-75.1439775,"230 Vine Street, Philadelphia, PA"
philadelphiaparanormalgroup,39.888395,-75.47076,"354 Valleybrook Road, Chester Heights, PA"
philadelphiaparanormalgroup,39.8774086,-75.2136442,"1 Fort Mifflin Rd., Philadelphia, PA"
thehumaneleague,39.9476806,-75.2227069,"701 South 50th Street, Philadelphia, PA"
thehumaneleague,40.1192248,-75.328822,"E Fornance St, Norristown, PA"
thehumaneleague,39.9010963,-75.1718743,"3601 South Broad Street, Philadelphia, PA"
thehumaneleague,39.8995304,-75.0194457,"100 Bortons Mill Road, Cherry Hill, NJ"
thehumaneleague,39.9537842,-75.2037105,"4014 Walnut Street, Philadelphia, PA"
italofili,39.9481797,-75.1660502,"235 S 15th St Ste 1, Philadelphia, PA"
italofili,39.9316359,-75.1663241,"1303 Dickinson Street, Philadelphia, PA"
PhillyDevNight,39.948818,-75.1456539,"239 Chestnut St, Philadelphia, PA"
Positive-Psychology-Philly,39.9432988,-75.1646107,"1352 South Street, Philadelphia, PA"
scala-phase,40.1512481,-75.2237909,"201 S. Maple Ave. Ste 150 , Ambler, PA"
relifestyle,40.1154069,-75.283556,"500 West Germantown Pike, Plymouth Meeting, PA"
relifestyle,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
relifestyle,40.1154069,-75.283556,"500 West Germantown Pike, Plymouth Meeting, PA"
relifestyle,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
relifestyle,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
vacationretreats,41.4633405,-70.6021616,"288 Main Street, Vineyard Haven, MA"
Ballet-Unbound-Philadelphia,39.9696229,-75.150405,"954 N 8th St, 1st Floor, Philadelphia, PA"
Ballet-Unbound-Philadelphia,39.9696229,-75.150405,"954 N 8th St, 1st Floor, Philadelphia, PA"
Amitayus-Kadampa-Buddhist-Center,39.9447293,-75.1600311,"1102 Pine St., Philadelphia, PA"
Amitayus-Kadampa-Buddhist-Center,39.9156574,-75.0700776,"30 W Collings Ave, Collingswood, NJ"
Amitayus-Kadampa-Buddhist-Center,39.9447293,-75.1600311,"1102 Pine St., Philadelphia, PA"
Amitayus-Kadampa-Buddhist-Center,39.9447293,-75.1600311,"1102 Pine St., Philadelphia, PA"
Amitayus-Kadampa-Buddhist-Center,39.9447293,-75.1600311,"1102 Pine St., Philadelphia, PA"
GenX-Loves-Beer,39.9462965,-75.1577538,"941 Spruce Street, Philadelphia, PA"
GenX-Loves-Beer,40.0225237,-75.1333212,"4661 N 5th St , Philadelphia, PA"
phillyasians,39.9537058,-75.1565271,"1003 Arch Street, Philadelphia, PA"
phillyasians,39.948818,-75.1456539,"239 Chestnut Street, Philadelphia, PA"
phillyasians,39.9480635,-75.1433055,"120 Chestnut St, Philadelphia, PA"
Panorama-Toastmasters,39.9599509,-75.1681302,"2 Franklin Town Boulevard, Philadelphia, PA"
Panorama-Toastmasters,39.9599509,-75.1681302,"2 Franklin Town Boulevard, Philadelphia, PA"
PhiladelphiaB2BNetworking,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
PhiladelphiaB2BNetworking,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
PhiladelphiaB2BNetworking,39.9260533,-75.1430988,"1651 S Christopher Columbus Blvd, Philadelphia, PA"
PhiladelphiaB2BNetworking,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia , PA"
PhiladelphiaB2BNetworking,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia , PA"
Philadelphia-Classical-Music-Meetup,39.9475476,-75.1714482,"300 South 18th Street, Philadelphia, PA"
Philadelphia-Classical-Music-Meetup,39.9451062,-75.1606111,"1127 Pine Street, Philadelphia, PA"
Philadelphia-Classical-Music-Meetup,40.0068906,-75.2421871,"382 Bala Avenue, Bala Cynwyd, PA"
Philadelphia-Classical-Music-Meetup,44.987411,-121.820992,"20th & Cherry Streets, Philadelphia, PA"
Philadelphia-Classical-Music-Meetup,39.9470968,-75.1682711,"306 South 16th Street, Philadelphia, PA"
Philadelphia_New-Jersey_New-York-City_Real-Estate_Education,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
Philadelphia_New-Jersey_New-York-City_Real-Estate_Education,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
Philadelphia_New-Jersey_New-York-City_Real-Estate_Education,39.9260533,-75.1430988,"1651 S Christopher Columbus Boulevard, Philadelphia, PA"
Philadelphia_New-Jersey_New-York-City_Real-Estate_Education,39.9508343,-75.1658994,"1500 Chestnut Street, Philadelphia, PA"
Philadelphia_New-Jersey_New-York-City_Real-Estate_Education,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia, PA"
N3rd-Street,39.9678851,-75.1274849,"1341 N. Delaware Avenue , Philadelphia, PA"
N3rd-Street,42.3712402,-89.0311283,"North 2nd Street & Germantown Avenue, Philadelphia, PA"
N3rd-Street,39.9484155,-75.1650461,"230 S. Broad St., Philadelphia, PA"
N3rd-Street,39.9653813,-75.1425709,"908 N.3rd St, Philadelphia, PA"
Philadelphia-Neighborhood-Developers-Association,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
IndyHall,39.950812,-75.1456074,"20 North 3rd Street, Philadelphia, PA"
The-Ivy-Plus-Society-Philadelphia,39.9502071,-75.1691803,"1701 Walnut Street 8th Floor), Philadelphia, PA"
manayunk,40.0263079,-75.2253543,"4417 Main St., Philadelphia, PA"
CardXchange-Phillly-Business-Social-Networking,39.9502071,-75.1691803,"1701 Walnut Street 8th Floor), Philadelphia, PA"
NJPARealEstateInvestorsGroup,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
NJPARealEstateInvestorsGroup,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
NJPARealEstateInvestorsGroup,39.9260533,-75.1430988,"1651 S Christopher Columbus Blvd, Philadelphia, PA"
NJPARealEstateInvestorsGroup,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia , PA"
NJPARealEstateInvestorsGroup,40.0583238,-74.4056612,"1500 Chestnut Street Lower Level), Philadelphia, NJ"
thegreatnetwork,39.9562974,-75.168981,"1776 Ben Franklin Parkway , Philadelphia, PA"
Books-and-Beers-Philadelphia,39.9495567,-75.146008,"22 South 3rd Street, Philadelphia, PA"
Friend-Seekers,39.948818,-75.1456539,"239 Chestnut St, Philadelphia, PA"
Friend-Seekers,39.948818,-75.1456539,"239 Chestnut St, Philadelphia, PA"
Friend-Seekers,39.9480635,-75.1433055,"120 Chestnut St, Philadelphia, PA"
Philadelphia-Jazz-Lovers,39.9641014,-75.1616243,"600 North Broad Street, Philadelphia, PA"
Philadelphia-Jazz-Lovers,13.1362782,-59.4605768,"ST Philip , St Philip"
Center-City-Philly-singles-50,39.9530781,-75.1749733,"11 S. 21st Street, Philadelphia, PA"
Dollars-Making-Sense-Phillys-Nonprofit-Fundraising-Group,40.0225787,-75.2188062,"Main Branch, Philadelphia, PA"
PHILADELPHIAREALESTATENETWORKING,39.9260533,-75.1430988,"1651 SOUTH COLUMBUS BLVD, PHILADELPHIA, PA"
PHILADELPHIAREALESTATENETWORKING,39.9525839,-75.1652215,"1500 Chestnut Street Lower Level, Philadelphia, PA"
Philadelphia-English-as-a-Second-Language-Meetup,39.9444664,-75.1578735,"928 Pine Street, Philadelphia, PA"
tantrawisdom,39.941674,-75.1481706,"317 South St. Phila. Pa., Philadelphia, PA"
tantrawisdom,39.941674,-75.1481706,"317 South St. Phila. Pa., Philadelphia, PA"
tantrawisdom,39.941674,-75.1481706,"317 South St. Phila. Pa., Philadelphia, PA"
Philly-Kirtan-with-the-Rati-Bhava-Band,40.0365364,-75.5672366,"519 Lancaster Ave, Malvern, PA"
Philly-Kirtan-with-the-Rati-Bhava-Band,40.0365364,-75.5672366,"519 Lancaster Ave, Malvern, PA"
Philly-Kirtan-with-the-Rati-Bhava-Band,40.0365364,-75.5672366,"519 Lancaster Ave, Malvern, PA"
We-Are-Stock-Traders,39.9536328,-75.1695319,"1735 Market st , Philadelphia, PA"
We-Are-Stock-Traders,34.2370651,-77.9275327,"1700 Market St #1005, Philadelphia, PA 19103, Philadelphia, Pe"
Philadelphia-Volleyball,40.059408,-75.108469,"7853 Front St, Cheltenham, PA"
Philadelphia-Volleyball,39.98342,-75.158567,"15th and Norris, Philadelphia, PA"
Philadelphia-Volleyball,39.8071825,-75.5515528,"3 Mt. Lebanon Rd, Wilmington, DE"
Philadelphia-Volleyball,40.0338473,-75.2288211,"201 Fountain Street, Philadelphia, PA"
Philadelphia-Philosophy-Meetup,39.9444664,-75.1578735,"928 Pine St, Philadelphia, PA"
Death-Cafe-Philadelphia,39.9472412,-75.1682819,"1602 Spruce Street, Philadelphia, PA"
Death-Cafe-Philadelphia,39.9472412,-75.1682819,"1602 Spruce Street, Philadelphia, PA"
The-Philadelphia-Asian-Professionals-Meetup-Group,39.9537058,-75.1565271,"1003 Arch Street, Philadelphia, PA"
The-Philadelphia-Asian-Professionals-Meetup-Group,39.948818,-75.1456539,"239 Chestnut Street, Philadelphia, PA"
The-Philadelphia-Asian-Professionals-Meetup-Group,39.948818,-75.1456539,"239 Chestnut Street, Philadelphia, PA"
The-Philadelphia-Asian-Professionals-Meetup-Group,39.9480635,-75.1433055,"120 Chestnut St, Philadelphia, PA"
Philly-Book-Club,39.9419226,-75.1573684,"620 S 9th St, Philadelphia, PA"
philly-reiki,39.9791839,-75.129571,"2033 Frankford Ave, Philadelphia, PA"
philly-reiki,39.9791839,-75.129571,"2033 Frankford Ave, Philadelphia, PA"
law-of-attraction-study-group,41.2033216,-77.1945247,"Dial In, Conference Call, PA"
law-of-attraction-study-group,39.9525839,-75.1652215,"Webinar or teleconference, Philadelphia, PA"
Greater-Philadelphia-Polymer-Artists-Meetup,39.9525839,-75.1652215,"22 South 22nd Street, Second Floor, Philadelphia, PA"
Authentic-Relating-Philadelphia,39.9674734,-75.1808799,"Kelly Drive and Fairmount Ave. Philadelphia, PA 19130, Philadelphia, PA"
Philadelphia-Internet-of-Things-Meetup,39.9539083,-75.1603047,"1216 Arch St, 7th Floor, Philadelphia, PA"
Singles-Golf-Philly,40.0666498,-75.4610018,"888 Chesterbrook Blvd, Wayne, PA"
tristaterealestateeducation,39.9701888,-75.1356145,"1253 N Front Street, Philadelphia, PA"
tristaterealestateeducation,39.9701888,-75.1356145,"1253 N Front Street, Philadelphia, PA"
tristaterealestateeducation,39.9260533,-75.1430988,"1651 S Christopher Columbus Blvd, Philadelphia, PA"
tristaterealestateeducation,39.9525839,-75.1652215,"1500 Chestnut Street Lower Level, Philadelphia, PA"
tristaterealestateeducation,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia, PA"
PhiladelphiaPhotoLeague,39.9495912,-75.1628901,"The Philadelphia Building | 1315 Walnut, Philadelphia, PA"
PhiladelphiaPhotoLeague,39.9495912,-75.1628901,"The Philadelphia Building | 1315 Walnut, Philadelphia, PA"
PhiladelphiaPhotoLeague,40.051776,-75.153809,"Chelten Ave , Philadelphia, PA"
PhiladelphiaPhotoLeague,39.9828919,-75.1230909,"2551 Trenton Ave, Philadelphia, PA"
PhiladelphiaPhotoLeague,39.9828919,-75.1230909,"2551 Trenton Ave, Philadelphia, PA"
Homeowners-Association-of-Philadelphia,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
Homeowners-Association-of-Philadelphia,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
Homeowners-Association-of-Philadelphia,39.9260533,-75.1430988,"1651 SOUTH COLUMBUS BLVD, PHILADELPHIA, PA"
Homeowners-Association-of-Philadelphia,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia, PA"
Homeowners-Association-of-Philadelphia,39.9525839,-75.1652215,"1500 Chestnut Street Lower Level, Philadelphia, PA"
Writers-Coworking-Philly,40.0904118,-75.1246011,"261 Old York Rd, Jenkintown, PA"
Writers-Coworking-Philly,39.959415,-75.194842,"3649 Lancaster, Philadelphia, PA"
Writers-Coworking-Philly,39.948045,-75.152769,"701 Walnut Street, Philadelphia, PA"
Writers-Coworking-Philly,39.9444664,-75.1578735,"928 Pine Street, Philadelphia, PA"
vrphilly,39.9570873,-75.1928032,"3401 Filbert St., Philadelphia, PA"
Philly-OpenStack-Meetup-Group,39.95956,-75.160838,"401 North Broad Street, Philadelphia, PA"
Philly-OpenStack-Meetup-Group,39.95956,-75.160838,"401 North Broad Street, Philadelphia, PA"
PHILLY_NJ_NYC_REALESTATE_EDUCATION,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
PHILLY_NJ_NYC_REALESTATE_EDUCATION,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
PHILLY_NJ_NYC_REALESTATE_EDUCATION,39.9260533,-75.1430988,"1651 S Christopher Columbus Boulevard, Philadelphia, PA"
PHILLY_NJ_NYC_REALESTATE_EDUCATION,39.9508343,-75.1658994,"1500 Chestnut Street, Philadelphia, PA"
PHILLY_NJ_NYC_REALESTATE_EDUCATION,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia, PA"
Philadelphia-Real-Estate-Investor-Network,40.1154069,-75.283556,"500 W Germantown Pike, Plymouth Meeting, PA"
Philadelphia-Real-Estate-Investor-Network,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
Philadelphia-Real-Estate-Investor-Network,40.1154069,-75.283556,"500 W Germantown Pike, Plymouth Meeting, PA"
Philadelphia-Real-Estate-Investor-Network,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
Philadelphia-Real-Estate-Investor-Network,40.0068973,-75.210552,"4010 City Avenue , Philadelphia, PA"
Performance-Bicycle-Great-Ride-Series-Philadelphia,39.9302474,-75.1448242,"1300 S Columbus Blvd , Philadelphia, PA"
CommercialCapitalGroup,40.1154069,-75.283556,"500 West Germantown Pike, Plymouth Meeting, PA"
CommercialCapitalGroup,40.0068973,-75.210552,"4010 City Ave, Philadelphia, PA"
CommercialCapitalGroup,40.1154069,-75.283556,"500 West Germantown Pike, Plymouth Meeting, PA"
CommercialCapitalGroup,40.0068973,-75.210552,"4010 City Ave, Philadelphia, PA"
CommercialCapitalGroup,40.0068973,-75.210552,"4010 City Ave, Philadelphia, PA"
Northwest-Philadelphia-Pack-Walk,40.0177513,-75.1891478,"3899 Henry Ave, Philadelphia, Pe"
Philly-Skeptics,38.8882802,-77.0500044,"2 Lincoln Memorial Cir NW, Washington, DC"
bethenetworkphiladelphia,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
bethenetworkphiladelphia,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
bethenetworkphiladelphia,39.9260533,-75.1430988,"1651 S Christopher Columbus Blvd, Philadelphia, PA"
bethenetworkphiladelphia,39.9525839,-75.1652215,"1500 Chestnut Street Lower Level, Philadelphia, PA"
bethenetworkphiladelphia,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia , PA"
Philly-ARABIC-LANGUAGE-CARAVAN-QAFILAT-ALLUGHA-AL-ARABIA,39.9434957,-75.1650867,"1356 South St, Philadelphia, PA"
Philly-ARABIC-LANGUAGE-CARAVAN-QAFILAT-ALLUGHA-AL-ARABIA,39.954952,-75.211523,"4420 Walnut Street, Philadelphia, PA"
The-Hacktory-Exploring-Creativity-Technology-in-Philly,39.959367,-75.194743,"3645 Lancaster Ave, 1st Floor, Philadelphia, PA"
The-Hacktory-Exploring-Creativity-Technology-in-Philly,39.959367,-75.194743,"3645 Lancaster Ave, 1st Floor, Philadelphia, PA"
The-Hacktory-Exploring-Creativity-Technology-in-Philly,39.959367,-75.194743,"3645 Lancaster Ave, 1st Floor, Philadelphia, PA"
The-Hacktory-Exploring-Creativity-Technology-in-Philly,39.9695283,-75.1394556,"417 North 8th Street, Second Floor, Philadelphia, PA"
The-Hacktory-Exploring-Creativity-Technology-in-Philly,39.9695283,-75.1394556,"417 North 8th Street, Second Floor, Philadelphia, PA"
culturalbookclub,40.022723,-75.164484,"4613 Newhall Street, Philadelphia, PA"
culturalbookclub,39.9536487,-75.1952333,"3601 Walnut St, Philadelphia, PA"
culturalbookclub,39.950468,-75.170984,"1805 Walnut Street, Philadelphia, PA"
phillysas,40.1073961,-75.1183338,"1641 The Fairway, Jenkintown, PA"
phillysas,39.9587516,-75.1737442,"271 North 21st Street, Philadelphia, PA"
phillysas,39.9526238,-75.1634624,"City Hall, Philadelphia, PA"
The-Fierce-Fabulous-After-50-Tribe,39.9452021,-75.164711,"401 South Broad St,, Philadelphia, PA"
The-Fierce-Fabulous-After-50-Tribe,39.8726031,-75.6267812,"632 Baltimore Pike, Chadds Ford, PA"
The-Philadelphia-Science-Fiction-Society,39.955379,-75.196931,"3701 Chestnut St, Philadelphia, PA"
02c5b419-b157-4aa3-bbbd-c6d5e27e606f,41.5343721,-90.4242134,"100 N 20th St # 500, Philadelphia, PA"
Candlelit-Intimate-Concerts-in-West-Philly,39.944994,-75.21645,"4814 Trinity Place, Philadelphia, PA"
Peace-Advocacy-Networks-Meetup-Group,40.13385,-75.514318,"148 Bridge St, Phoenixville, PA"
Peace-Advocacy-Networks-Meetup-Group,40.13385,-75.514318,"148 Bridge St, Phoenixville, PA"
Peace-Advocacy-Networks-Meetup-Group,40.2691679,-75.6047398,"1500 Ringing Rocks Park, Pottstown, PA"
BirdPhilly-Meetup-Group,39.98663,-75.18749,"Reservoir Drive in East Fairmount Park, between the Smith Playground and N 33rd St, Philadelphia, PA"
BirdPhilly-Meetup-Group,40.0836807,-75.2329358,"300 Northwestern Ave. Phila, PA 19118, Philadelphia, PA"
REAL-ESTATE-DEAL-MAKER-SESSIONS-PHILADELPHIA,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
REAL-ESTATE-DEAL-MAKER-SESSIONS-PHILADELPHIA,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
REAL-ESTATE-DEAL-MAKER-SESSIONS-PHILADELPHIA,39.9260533,-75.1430988,"1651 SOUTH COLUMBUS BLVD, PHILADELPHIA, PA"
REAL-ESTATE-DEAL-MAKER-SESSIONS-PHILADELPHIA,39.9217558,-75.1425278,"1936 South Christopher Columbus Boulevard, Philadelphia , PA"
REAL-ESTATE-DEAL-MAKER-SESSIONS-PHILADELPHIA,40.3515972,-74.0690561,"84 W Front St, Red Bank, NJ"
Philadelphia-Abraham-Hicks,40.0266397,-75.3260508,"1225 Montrose Ave , Bryn Mawr, PA"
Philadelphia-Abraham-Hicks,40.1830883,-74.8703433,"400 Oxford Valley Rd, Langhorne, PA"
Pyramid-Club-TED-Style-Talks,39.9536328,-75.1695319,"1735 Market Street, Philadelphia, PA"
lusofili,39.9525839,-75.1652215,"235 S 15th St 15th and Locust), Philadelphia, PA"
PHILLY-ECOMMERCE-MEETUP,40.216722,-74.762528,"200 S Broad St #19, Philadelphia, PA"
PhillyMusicalAchievers,39.9487108,-75.2140898,"4540 Baltimore Avenue, Philadelphia, PA"
PhillyMusicalAchievers,39.9487108,-75.2140898,"4540 Baltimore Avenue, Philadelphia, PA"
PhillyMusicalAchievers,39.9487108,-75.2140898,"4540 Baltimore Avenue, Philadelphia, PA"
PhillyMusicalAchievers,39.9487108,-75.2140898,"4540 Baltimore Avenue, Philadelphia, PA"
PhillyMusicalAchievers,39.9487108,-75.2140898,"4540 Baltimore Avenue, Philadelphia, PA"
Singles-Aspiring-to-Live-Transformed,39.9349829,-75.2641541,"513 S. Union Ave , Yeadon , PA"
Philly-Code-Jam,39.9484155,-75.1650461,"230 S. Broad St., Philadelphia, PA"
Eat-Me-Philadelphia,39.9480635,-75.1433055,"120 Chestnut St, Philadelphia, PA"
Eat-Me-Philadelphia,39.948818,-75.1456539,"239 Chestnut Street, Philadelphia, PA"
Eat-Me-Philadelphia,39.9420189,-75.1534801,"638 South Street, Philadelphia, PA"
Build-Guild-Philly,39.9484739,-75.1435556,"117 Chestnut St, Philadelphia, PA"
Give-to-Get,39.9439634,-75.102259,"1514 Federal Street, Camden, NJ"
Give-to-Get,39.955766,-75.1590485,"151 North 4th Street 4th and Race St), Philadelphia, PA"
smallbreeddogs-140,39.9537948,-75.219606,"25th St between Locust and Spruce Sts, Philadelphia, PA"
smallbreeddogs-140,40.0549123,-75.2182171,"Forbidden Drive, Philadelphia, PA"
The-Philadelphia-3D-Printer-Workshop,40.0671768,-75.1577178,"2000 Washington Lane, Philadelphia, PA"
BarWithMeTV,39.9694512,-75.1347199,"1210 Frankford Ave, Philadelphia, PA"
libertarian-16,39.9508094,-75.1741197,"2011 Walnut St., Philadelphia, PA"
churchandstate-48,39.8873805,-75.0163378,"910 Berlin Rd, Voorhees, NJ"
churchandstate-48,39.9033561,-74.9710373,"1871 Marlton Pike East, Cherry Hill, NJ"
churchandstate-48,39.9485888,-75.1730357,"1906 S. Rittenhouse Square, Philadelphia, PA"
PhillyDadsGroup,39.9816039,-75.1934997,"East Fairmount Park, Philadelphia, PA"
PhillyDadsGroup,39.9816039,-75.1934997,"East Fairmount Park, Philadelphia, PA"
PhillyDadsGroup,39.9816039,-75.1934997,"East Fairmount Park, Philadelphia, PA"
PhiladelphiaFlyingPhoenix,39.9807503,-75.2044383,"1233 Martin Luther King Jr Dr, Philadelphia, PA"
maryamsmark,39.9480635,-75.1433055,"120 Chestnut St, Philadelphia, PA"
maryamsmark,39.948818,-75.1456539,"239 Chestnut Street, Philadelphia, PA"
Philly-Arts-and-Intellectualism,39.947172,-75.164306,"265 South Broad Street, Philadelphia, PA"
OpenAccessPHL,39.9490779,-75.1648579,"200 South Broad Street Suite 700, Philadelphia, PA"
West-Philly-French,39.949055,-75.2129149,"45 and Baltimore , Philadelphia, PA"
West-Philly-French,39.9489292,-75.2114126,"4400 Baltimore Ave, Philadelphia, PA"
TeamRedPhilly,40.1659174,-75.1922343,"580 Meetinghouse Road, Ambler, PA"
TeamRedPhilly,34.2884767,-99.7270221,"Harry Street & Railroad Street, Conshohocken, PA"
TeamRedPhilly,15.7144689,44.8176849,"5th & race streets, philadelphia, PA"
TeamRedPhilly,39.4496896,-75.6926532,"120 Silver Lake Rd, Middletown, DE"
TeamRedPhilly,39.4496896,-75.6926532,"120 Silver Lake Rd, Middletown, DE"
Philadelphia-MongoDB-User-Group,40.0640351,-75.5396313,"55 Great Valley Pkwy, Malvern, PA"
GreenhouseVentures,39.9490511,-75.1464632,"315 Chestnut Street, Philadelphia, PA"
Kroc-Center-Pickle-Ball-Meetup,39.9561821,-75.1018739,"1865 Harrison Ave, Camden, NJ"
Kroc-Center-Pickle-Ball-Meetup,39.9561821,-75.1018739,"1865 Harrison Ave, Camden, NJ"
Kroc-Center-Pickle-Ball-Meetup,39.9561821,-75.1018739,"1865 Harrison Ave, Camden, NJ"
Kroc-Center-Pickle-Ball-Meetup,39.9561821,-75.1018739,"1865 Harrison Ave, Camden, NJ"
CandiDateCodeCrush,39.9484155,-75.1650461,"230 S. Broad Street - 17th Floor, Philadelphia, PA"
phillydjgroup,39.9687041,-75.1364251,"102 W Girard Ave, Philadelphia, PA"
phillydjgroup,39.9588978,-75.1437874,"459 N. 3rd St. , Philadelphia, PA"
Philadelphia-Democratic-Socialists-of-America,39.9470976,-75.1631678,"1315 Spruce St. , Philadelphia , PA"
Lez-Run-Philadelphia,39.9539022,-75.1782205,"2300 Market St., Philadelphia, PA"
Lez-Run-Philadelphia,40.2111796,-75.2785162,"111 N. Main Street, North Wales, PA"
Lez-Run-Philadelphia,39.9010963,-75.1718743,"3601 S. Broad St., Philadelphia, PA"
Lez-Run-Philadelphia,40.0398527,-75.2085469,"Wissahickon Valley Park, Philadelphia , PA, Philadelphia, PA"
Fashion-Tech-PHL,39.9396252,-75.1773305,"2025 Washington Avenue, Philadelphia, PA"
Philly-Shell-info-sec-meetup,39.285186,-76.6170697,"1 W Pratt Street, Baltimore, MD"
Philly-Shell-info-sec-meetup,39.9590819,-75.1515932,"417 North 8th Street Philadelphia PA 19123, Philadelphia, PA"
Philly-Shell-info-sec-meetup,39.6829429,-75.5863615,"320 N. DuPont Highway, New Castle, DE"
Philly-Shell-info-sec-meetup,39.9653813,-75.1425709,"908 North 3rd Street, Philadelphia, PA"
Philly-Shell-info-sec-meetup,39.9653813,-75.1425709,"908 North 3rd Street, Philadelphia, PA"
BitcoinPHL,39.9701888,-75.1356145,"1253 N Front St, Philadelphia, PA"
DIY-Recording-Meetup,39.9604342,-75.1744497,"Ben Franklin Parkway, Philadelphia, PA"
phillybroadwayboundmeetup,39.9658015,-75.1811616,"2600 Benjamin Franklin Parkway, Philadelphia, PA"
phillybroadwayboundmeetup,39.9511991,-75.1439147,"40 N. 2nd St., Philadelphia, PA"
phillybroadwayboundmeetup,39.9448916,-75.1654997,"480 S Broad Street, Philadelphia, PA"
phillybroadwayboundmeetup,26.5353816,-81.5721902,"Columbus Blvd & Chestnut st, Philadelphia, PA"
Indraloka-Animal-Sanctuary-Philadelphia,41.5505498,-76.1026215,"709 Creek Road, Mehoopany, PA"
Indraloka-Animal-Sanctuary-Philadelphia,39.9487257,-75.1697345,"1706 Locust, Philadelphia, PA"
Indraloka-Animal-Sanctuary-Philadelphia,39.9401243,-75.1492724,"713 S. 4th Street, Philadelphia, PA"
MathCounts,39.9554269,-75.1664995,"110 N. 16th Street , Philadelphia, PA"
MathCounts,39.9554269,-75.1664995,"110 N. 16th Street , Philadelphia, PA"
atomiccitycitizens,39.9420189,-75.1534801,"638 South Street, Philadelphia, PA"
PhiladelphiaEventsMeetup,39.9537058,-75.1565271,"1003 Arch Street, Philadelphia, PA"
PhiladelphiaEventsMeetup,39.9694512,-75.1347199,"1210 Frankford Avenue, Philadelphia, Pe"
PhiladelphiaEventsMeetup,39.9526238,-75.1634624,"City Hall, Philadelphia, PA"
PhiladelphiaEventsMeetup,39.9545872,-75.167024,"1600 Arch St , Phila , PA"
Sitecore-User-Group-Philadelphia,39.9515211,-75.1798731,"2401 Walnut Street, Suite 102, Philadelphia, PA"
PhillyBibleStudy,39.9543603,-75.2028254,"4001 Walnut St, Philadelphia, PA"
Philadelphia-Nonprofit-Development-Meetup,39.8643415,-75.2788234,"4th Floor), Philadelphia, PA"
material-girl-sewing-collective,39.9659019,-75.2818411,"8310 West Chester Pike, Upper Darby, PA"
material-girl-sewing-collective,39.9659019,-75.2818411,"8310 West Chester Pike, Upper Darby, PA"
material-girl-sewing-collective,39.9659019,-75.2818411,"8310 West Chester Pike, Upper Darby, PA"
CircleofHope,39.9384249,-75.0782993,"3800 Marlon Pike, Pennsauken, NJ"
We-are-Hooked-on-Fitness-in-Philly,39.9971048,-75.1220863,"426 East Allegheny Ave, Philadelphia, PA"
We-are-Hooked-on-Fitness-in-Philly,39.9971048,-75.1220863,"426 East Allegheny Ave, Philadelphia, PA"
We-are-Hooked-on-Fitness-in-Philly,39.9971048,-75.1220863,"426 East Allegheny Ave, Philadelphia, PA"
We-are-Hooked-on-Fitness-in-Philly,39.9971048,-75.1220863,"426 East Allegheny Ave, Philadelphia, PA"
We-are-Hooked-on-Fitness-in-Philly,39.9971048,-75.1220863,"426 East Allegheny Ave, Philadelphia, PA"
Society-Hill-Synagogue-Philadelphia-PA,39.944829,-75.1494916,"418 Spruce St, Philadelphia, PA"
Society-Hill-Synagogue-Philadelphia-PA,39.944829,-75.1494916,"418 Spruce St, Philadelphia, PA"
Raise-Your-Vibration-Philadelphia-Group,39.9537945,-75.2024592,"201 S 40th St, Philadelphia, PA"
Raise-Your-Vibration-Philadelphia-Group,39.9537945,-75.2024592,"201 S 40th St, Philadelphia, PA"
